Date,Open,High,Low,Close,Adj Close,Volume,price_change_per_day,price_change_ratio_per_day
2017-11-10,320.67099,324.717987,294.541992,299.252991,299.252991,885985984,-21.41799900000001,-0.06679119617275017
2017-11-11,298.585999,319.453003,298.191986,314.681,314.681,842300992,16.095000999999968,0.05390407136940124
2017-11-12,314.690002,319.153015,298.513,307.90799,307.90799,1613479936,-6.782012000000009,-0.02155140600876163
2017-11-13,307.024994,328.415009,307.024994,316.716003,316.716003,1041889984,9.691009000000008,0.031564234799724505
2017-11-14,316.763,340.177002,316.763,337.631012,337.631012,1069680000,20.86801200000002,0.06587894419487132
2017-11-15,337.963989,340.911987,329.812988,333.356995,333.356995,722665984,-4.606994000000043,-0.013631612094624799
2017-11-16,333.442993,336.158997,323.605988,330.924011,330.924011,797254016,-2.518981999999994,-0.007554460741059849
2017-11-17,330.166992,334.963989,327.52301,332.394012,332.394012,621732992,2.227019999999982,0.006745132172388637
2017-11-18,331.980011,349.615997,327.687012,347.612,347.612,649638976,15.631989000000033,0.04708713923140401
2017-11-19,347.401001,371.290985,344.73999,354.385986,354.385986,1181529984,6.984984999999995,0.020106404356618403
2017-11-20,354.093994,372.136993,353.289001,366.730011,366.730011,807027008,12.636016999999981,0.03568548807410719
2017-11-21,367.442993,372.470001,350.692993,360.401001,360.401001,949912000,-7.041991999999993,-0.019164855866498978
2017-11-22,360.312012,381.420013,360.147003,380.652008,380.652008,800819008,20.339996000000042,0.05645106275280116
2017-11-23,381.438995,425.548004,376.088013,410.165985,410.165985,1845680000,28.72699,0.07531214788356917
2017-11-24,412.501007,480.972992,402.757996,474.911011,474.911011,2292829952,62.41000399999996,0.15129661004682093
2017-11-25,475.675995,485.191986,461.053009,466.276001,466.276001,1422080000,-9.399993999999992,-0.019761337756806486
2017-11-26,465.973999,472.722992,451.605988,471.329987,471.329987,1197779968,5.355988000000025,0.011494177811410513
2017-11-27,471.531006,493.404999,468.484985,480.355011,480.355011,1396480000,8.824005,0.01871352018789619
2017-11-28,480.518005,482.480011,466.346985,472.902008,472.902008,1346499968,-7.615996999999993,-0.015849555939116147
2017-11-29,473.281006,522.307007,425.071014,427.52301,427.52301,2675940096,-45.75799599999999,-0.09668251085487253
2017-11-30,431.214996,465.497009,401.243011,447.114014,447.114014,1903040000,15.899018000000012,0.036870280828545245
2017-12-01,445.209015,472.609009,428.312012,466.540009,466.540009,1247879936,21.330993999999976,0.04791231372527345
2017-12-02,466.851013,476.239014,456.653015,463.449005,463.449005,943649984,-3.4020080000000235,-0.007287138520142878
2017-12-03,463.704987,482.813995,451.85199,465.852997,465.852997,990556992,2.1480099999999993,0.0046322771163123146
2017-12-04,466.053986,474.777008,453.312012,470.20401,470.20401,1005550016,4.1500239999999735,0.008904599305368828
2017-12-05,470.294006,473.558014,457.660004,463.281006,463.281006,1216720000,-7.013000000000034,-0.014911948505675902
2017-12-06,462.604004,462.708008,420.209991,428.588013,428.588013,1998259968,-34.015990999999985,-0.07353155334989273
2017-12-07,426.368988,441.397003,414.411011,434.40799,434.40799,2129570048,8.039001999999982,0.018854565473228044
2017-12-08,434.989014,466.062012,422.367004,456.031006,456.031006,2336379904,21.041991999999993,0.04837361708633863
2017-12-09,457.343994,504.147003,456.252991,473.502014,473.502014,2003849984,16.158019999999965,0.035330123959165766
2017-12-10,472.789001,472.789001,429.514008,441.721008,441.721008,1404179968,-31.067993,-0.06571217379060813
2017-12-11,440.358002,516.968994,439.104004,515.135986,515.135986,1771440000,74.777984,0.16981179781081848
2017-12-12,522.286011,657.317993,504.493988,651.43103,651.43103,5179829760,129.14501899999993,0.24726876898872163
2017-12-13,644.906006,747.992981,597.797974,702.767029,702.767029,4524539904,57.86102299999993,0.08972008705405037
2017-12-14,700.593994,753.120972,664.989014,695.815979,695.815979,3821580032,-4.778014999999982,-0.006819948559250684
2017-12-15,696.375977,697.132019,621.060974,684.447998,684.447998,2758710016,-11.92797900000005,-0.017128648020550613
2017-12-16,686.192017,718.38501,680.786011,696.208984,696.208984,2165690112,10.016967000000022,0.014597906638135696
2017-12-17,696.237,735.825012,696.237,719.974976,719.974976,2147389952,23.737976000000003,0.034094677530783345
2017-12-18,721.731995,803.927979,689.231018,794.64502,794.64502,3249230080,72.91302500000006,0.10102506956200558
2017-12-19,793.901001,881.94397,785.34198,826.822998,826.822998,4096549888,32.92199700000003,0.04146864276343196
2017-12-20,827.515991,845.062012,756.004028,819.085999,819.085999,3969939968,-8.42999199999997,-0.01018710465016255
2017-12-21,820.236023,880.54303,792.689026,821.062988,821.062988,3569060096,0.8269649999999729,0.0010082037082148156
2017-12-22,822.643005,827.682983,543.762024,674.859985,674.859985,4977710080,-147.78301999999996,-0.17964417019506532
2017-12-23,681.315979,763.89502,679.731018,719.387024,719.387024,2480339968,38.07104500000003,0.05587869090620584
2017-12-24,721.768982,721.768982,614.921997,694.14801,694.14801,2300549888,-27.62097200000005,-0.03826843864010777
2017-12-25,698.869995,782.520996,698.869995,765.833984,765.833984,2491760128,66.96398899999997,0.09581751896502577
2017-12-26,763.369995,786.789978,760.934998,773.835999,773.835999,2201159936,10.466003999999998,0.013710263788924528
2017-12-27,774.969971,789.252991,738.413025,762.84198,762.84198,2100029952,-12.127990999999952,-0.01564962702277396
2017-12-28,762.208008,763.31897,701.187012,737.02301,737.02301,2389149952,-25.18499799999995,-0.03304215874887522
2017-12-29,740.388977,770.117004,729.607971,753.59198,753.59198,2648969984,13.20300300000008,0.017832522376950623
2017-12-30,753.815002,753.815002,685.231018,717.257019,717.257019,3187780096,-36.557983000000036,-0.04849728766740574
2017-12-31,712.211975,760.348022,710.119019,756.732971,756.732971,2554269952,44.52099599999997,0.06251087816938204
2018-01-01,755.757019,782.530029,742.004028,772.640991,772.640991,2595760128,16.88397199999997,0.022340476602308566
2018-01-02,772.346008,914.830017,772.346008,884.44397,884.44397,5783349760,112.09796200000005,0.1451395628887617
2018-01-03,886.0,974.471008,868.450989,962.719971,962.719971,5093159936,76.71997099999999,0.08659138939051918
2018-01-04,961.713013,1045.079956,946.085999,980.921997,980.921997,6502859776,19.208983999999987,0.019973717460761847
2018-01-05,975.75,1075.390015,956.325012,997.719971,997.719971,6683149824,21.969970999999987,0.022515983602357147
2018-01-06,995.153992,1060.709961,994.622009,1041.680054,1041.680054,4662219776,46.52606199999991,0.04675262559766721
2018-01-07,1043.01001,1153.170044,1043.01001,1153.170044,1153.170044,5569880064,110.160034,0.10561742739170835
2018-01-08,1158.26001,1266.930054,1016.049988,1148.530029,1148.530029,8450970112,-9.729980999999952,-0.008400515355787818
2018-01-09,1146.0,1320.97998,1145.48999,1299.73999,1299.73999,7965459968,153.73999000000003,0.1341535689354276
2018-01-10,1300.339966,1417.380005,1226.599976,1255.819946,1255.819946,9214950400,-44.52001999999993,-0.034237215777462256
2018-01-11,1268.089966,1337.300049,1135.170044,1154.930054,1154.930054,7235899904,-113.15991200000008,-0.08923650137927207
2018-01-12,1158.290039,1296.040039,1120.089966,1273.199951,1273.199951,5222300160,114.90991200000008,0.09920650970909375
2018-01-13,1270.469971,1432.880005,1270.469971,1396.420044,1396.420044,5746760192,125.95007299999997,0.09913659974258453
2018-01-14,1397.47998,1400.560059,1286.209961,1366.77002,1366.77002,4841630208,-30.709960000000137,-0.021975241462850965
